Year,QUARTER,Museum,Was there any event?,Visitor home location,Purpose of Visit to NI,Staying Overnight?,Dwell Time,How often do you visit this museum?,Net Promoter Score,Are you aware that National Museums NI has a Membership scheme?,Visitor Parties,What personal benefits have you gained as a result of visiting this museum?,I have learned new things,I have had an enjoyable experience,I have made good use of my free time,I have nurtured an interest,I have interacted with others,I have improved my health and wellbeing,Gender,Other Gender,Age Range,MDM - Quintiles
2022,Q2 Aug to 23 Oct 2022,Ulster American Folk Park,No,International,On holiday,"Yes, on holiday, staying in paid accommodation",180,Today was my first time,10,"Yes, I am aware, but I am not a member",Adults no children,,Yes,Yes,Yes,No,Yes,Yes,Female,N/A,65+,N/A
2022,Q2 Aug to 23 Oct 2022,Ulster Transport Museum,No,Northern Ireland,N/A,N/A,60,Every 2-3 months,10,"Yes, and I am a member",Couple,,No,Yes,Yes,No,No,No,Male,N/A,55-64,Q5 - Least Deprived
2022,Q2 Aug to 23 Oct 2022,Ulster Transport Museum,No,Northern Ireland,N/A,N/A,90,Once every 1 to 2 years,10,"Yes, I am aware, but I am not a member",Adult(s) with children,,Yes,Yes,Yes,Yes,Yes,No,Male,N/A,45-54,Q1 - Most Deprived
2022,Q2 Aug to 23 Oct 2022,Ulster Transport Museum,No,Northern Ireland,N/A,N/A,90,Last visit was 3-5 years ago,10,"Yes, I am aware, but I am not a member",Couple,,Yes,Yes,Yes,No,No,No,Male,N/A,25-34,Q5 - Least Deprived
2022,Q2 Aug to 23 Oct 2022,Ulster Transport Museum,No,Northern Ireland,N/A,N/A,120,Once or twice a year,10,"Yes, I am aware, but I am not a member",Adult(s) with children,,Yes,Yes,Yes,Yes,Yes,No,Female,N/A,25-34,Q2 - Deprived
2022,Q2 Aug to 23 Oct 2022,Ulster American Folk Park,No,ROI,On holiday,"Yes, on holiday, staying in paid accommodation",180,Today was my first time,8,"No, I am not aware",Couple,,Yes,Yes,Yes,No,Yes,No,Male,N/A,25-34,N/A
2022,Q2 Aug to 23 Oct 2022,Ulster Transport Museum,No,Northern Ireland,N/A,N/A,120,Once or twice a year,8,"No, I am not aware",Adult(s) with children,,Yes,Yes,Yes,Yes,No,No,Male,N/A,65+,Q4 - Less Deprived
2022,Q2 Aug to 23 Oct 2022,Ulster Transport Museum,No,Northern Ireland,N/A,N/A,120,Once every 1 to 2 years,10,"Yes, I am aware, but I am not a member",Adult(s) with children,,Yes,Yes,Yes,Yes,No,No,Male,N/A,35-44,Q5 - Least Deprived
2022,Q2 Aug to 23 Oct 2022,Ulster Transport Museum,No,Northern Ireland,N/A,N/A,90,Once every 1 to 2 years,10,"Yes, and I am a member",Adult(s) with children,,Yes,Yes,Yes,No,No,No,Male,N/A,35-44,Q2 - Deprived
2022,Q2 Aug to 23 Oct 2022,Ulster Transport Museum,No,Northern Ireland,N/A,N/A,120,Today was my first time,8,"Yes, I am aware, but I am not a member",Adult(s) with children,,Yes,Yes,Yes,Yes,Yes,Yes,Male,N/A,25-34,Q3 - Average
2022,Q2 Aug to 23 Oct 2022,Ulster American Folk Park,No,Northern Ireland,N/A,N/A,120,Today was my first time,10,"No, I am not aware",Adults no children,,Yes,Yes,Yes,Yes,Yes,Yes,Female,N/A,55-64,Q1 - Most Deprived
2022,Q2 Aug to 23 Oct 2022,Ulster American Folk Park,No,Northern Ireland,N/A,N/A,180,Last visit was more than 5 years ago,10,"Yes, I am aware, but I am not a member",Adult(s) with children,,Yes,Yes,Yes,No,Yes,Yes,Male,N/A,35-44,Q4 - Less Deprived
2022,Q2 Aug to 23 Oct 2022,Ulster American Folk Park,No,Northern Ireland,N/A,N/A,180,Once or twice a year,8,"No, I am not aware",Adult(s) with children,,Yes,Yes,Yes,No,Yes,Yes,Male,N/A,45-54,Q3 - Average
2022,Q2 Aug to 23 Oct 2022,Ulster American Folk Park,No,International,Visiting friends and relatives,"Yes, on holiday, visiting friends or relatives",120,Today was my first time,8,"No, I am not aware",Adult(s) with children,,Yes,Yes,Yes,No,Yes,Yes,Female,N/A,55-64,N/A
2022,Q2 Aug to 23 Oct 2022,Ulster American Folk Park,No,ROI,Other (please specify),No,100,Today was my first time,10,"No, I am not aware",Couple,,Yes,Yes,Yes,No,Yes,Yes,Male,N/A,18-24,N/A
2022,Q2 Aug to 23 Oct 2022,Ulster American Folk Park,No,ROI,Other (please specify),No,120,Today was my first time,10,"No, I am not aware",Adult(s) with children,,Yes,Yes,Yes,Yes,Yes,Yes,Female,N/A,18-24,N/A
2022,Q2 Aug to 23 Oct 2022,Ulster American Folk Park,No,Northern Ireland,N/A,N/A,150,Today was my first time,9,"No, I am not aware",Couple,,Yes,Yes,Yes,Yes,Yes,Yes,Male,N/A,25-34,Q5 - Least Deprived
2022,Q2 Aug to 23 Oct 2022,Ulster American Folk Park,No,Northern Ireland,N/A,N/A,120,Last visit was 3-5 years ago,10,"Yes, I am aware, but I am not a member",Adult(s) with children,,Yes,Yes,Yes,No,Yes,No,Female,N/A,45-54,Q3 - Average
2022,Q2 Aug to 23 Oct 2022,Ulster American Folk Park,No,Northern Ireland,N/A,N/A,150,Today was my first time,10,"No, I am not aware",Adult(s) with children,,Yes,Yes,Yes,No,Yes,Yes,Male,N/A,25-34,Q4 - Less Deprived
2022,Q2 Aug to 23 Oct 2022,Ulster Museum,No,International,Visiting friends and relatives,"Yes, on holiday, visiting friends or relatives",120,Today was my first time,10,"Yes, I am aware, but I am not a member",Lone Visitor,,Yes,Yes,Yes,No,No,No,Male,N/A,25-34,N/A
2022,Q2 Aug to 23 Oct 2022,Ulster Museum,No,Northern Ireland,N/A,N/A,90,Once or twice a year,8,"Yes, I am aware, but I am not a member",Adults no children,,Yes,Yes,Yes,Yes,Yes,Yes,Female,N/A,18-24,Q5 - Least Deprived
2022,Q2 Aug to 23 Oct 2022,Ulster Museum,No,Northern Ireland,N/A,N/A,60,Every 2-3 months,9,"Yes, I am aware, but I am not a member",Lone Visitor,,Yes,Yes,Yes,Yes,No,No,Male,N/A,65+,Q4 - Less Deprived
2022,Q2 Aug to 23 Oct 2022,Ulster Museum,No,International,On holiday,"Yes, on holiday, staying in paid accommodation",120,Today was my first time,10,"Yes, I am aware, but I am not a member",Couple,,Yes,Yes,Yes,Yes,Yes,Yes,Male,N/A,65+,N/A
2022,Q2 Aug to 23 Oct 2022,Ulster Museum,No,International,On holiday,"Yes, on holiday, staying in paid accommodation",150,Last visit was more than 5 years ago,10,"No, I am not aware",Couple,,Yes,Yes,Yes,Yes,Yes,Yes,Female,N/A,55-64,N/A
2022,Q2 Aug to 23 Oct 2022,Ulster Museum,No,Northern Ireland,N/A,N/A,90,Once or twice a year,10,"Yes, I am aware, but I am not a member",Couple,,Yes,Yes,Yes,Yes,Yes,No,Male,N/A,65+,Q5 - Least Deprived
2022,Q2 Aug to 23 Oct 2022,Ulster Museum,Yes,Northern Ireland,N/A,N/A,30,Monthly or more often,10,"Yes, I am aware, but I am not a member",Lone Visitor,,Yes,Yes,Yes,Yes,No,No,Female,N/A,35-44,Q4 - Less Deprived
2022,Q2 Aug to 23 Oct 2022,Ulster Museum,Yes,Northern Ireland,N/A,N/A,120,Once or twice a year,10,"Yes, I am aware, but I am not a member",Lone Visitor,,Yes,Yes,Yes,Yes,Yes,Yes,Female,N/A,25-34,Q3 - Average
2022,Q2 Aug to 23 Oct 2022,Ulster Museum,Yes,Northern Ireland,N/A,N/A,120,Once or twice a year,9,"Yes, I am aware, but I am not a member",Couple,,Yes,Yes,Yes,Yes,Yes,No,Female,N/A,25-34,Q5 - Least Deprived
2022,Q2 Aug to 23 Oct 2022,Ulster Museum,No,International,Visiting friends and relatives,"Yes, on holiday, visiting friends or relatives",120,Today was my first time,10,"Yes, I am aware, but I am not a member",Adults no children,,Yes,Yes,Yes,Yes,Yes,Yes,Male,N/A,65+,N/A
2022,Q2 Aug to 23 Oct 2022,Ulster Museum,Yes,Northern Ireland,N/A,N/A,60,Every 2-3 months,10,"Yes, I am aware, but I am not a member",Couple,,Yes,Yes,Yes,Yes,Yes,Yes,Female,N/A,55-64,Q5 - Least Deprived
2022,Q2 Aug to 23 Oct 2022,Ulster Museum,Yes,Northern Ireland,N/A,N/A,60,Monthly or more often,10,"Yes, and I am a member",Adults no children,,Yes,Yes,Yes,Yes,Yes,Yes,Female,N/A,65+,Q4 - Less Deprived
2022,Q2 Aug to 23 Oct 2022,Ulster Museum,Yes,Northern Ireland,N/A,N/A,30,Monthly or more often,10,"Yes, I am aware, but I am not a member",Lone Visitor,,Yes,Yes,Yes,Yes,Yes,Yes,Female,N/A,35-44,Q4 - Less Deprived
2022,Q2 Aug to 23 Oct 2022,Ulster Museum,Yes,Northern Ireland,N/A,N/A,120,Every 2-3 months,10,"Yes, I am aware, but I am not a member",Adults no children,,Yes,Yes,Yes,Yes,Yes,Yes,Female,N/A,65+,Q1 - Most Deprived
2022,Q2 Aug to 23 Oct 2022,Ulster Museum,No,International,N/A,N/A,90,Today was my first time,10,"No, I am not aware",Adults no children,,Yes,Yes,Yes,Yes,Yes,Yes,Female,N/A,18-24,N/A
2022,Q2 Aug to 23 Oct 2022,Ulster Museum,Yes,Northern Ireland,N/A,N/A,150,Monthly or more often,10,"Yes, I am aware, but I am not a member",Couple,,Yes,Yes,Yes,Yes,Yes,Yes,Male,N/A,55-64,Q5 - Least Deprived
2022,Q2 Aug to 23 Oct 2022,Ulster Museum,Yes,Northern Ireland,N/A,N/A,120,Every 2-3 months,10,"Yes, I am aware, but I am not a member",Lone Visitor,,Yes,Yes,Yes,Yes,No,No,Female,N/A,45-54,Q5 - Least Deprived
2022,Q2 Aug to 23 Oct 2022,Ulster Museum,No,GB,Visiting friends and relatives,"Yes, on holiday, staying in paid accommodation",180,Last visit was more than 5 years ago,10,"Yes, I am aware, but I am not a member",Couple,,Yes,Yes,Yes,Yes,Yes,Yes,Male,N/A,45-54,N/A
2022,Q2 Aug to 23 Oct 2022,Ulster Museum,Yes,Northern Ireland,N/A,N/A,120,Last visit was more than 5 years ago,10,"Yes, I am aware, but I am not a member",Couple,,Yes,Yes,Yes,Yes,Yes,Yes,Male,N/A,65+,Q4 - Less Deprived
2022,Q2 Aug to 23 Oct 2022,Ulster Museum,Yes,Northern Ireland,N/A,N/A,150,Monthly or more often,9,"Yes, and I am a member",Lone Visitor,,Yes,Yes,Yes,Yes,Yes,Yes,Female,N/A,65+,Q5 - Least Deprived
2022,Q2 Aug to 23 Oct 2022,Ulster Museum,No,International,Visiting friends and relatives,"Yes, on holiday, visiting friends or relatives",120,Last visit was more than 5 years ago,10,"No, I am not aware",Adult(s) with children,,Yes,Yes,Yes,Yes,No,No,Female,N/A,35-44,N/A
2022,Q2 Aug to 23 Oct 2022,Ulster Museum,No,International,On holiday,"Yes, on holiday, staying in paid accommodation",90,Today was my first time,10,"No, I am not aware",Couple,,Yes,Yes,Yes,Yes,Yes,Yes,Female,N/A,65+,N/A
2022,Q2 Aug to 23 Oct 2022,Ulster Museum,No,Northern Ireland,N/A,N/A,45,Once or twice a year,7,"Yes, I am aware, but I am not a member",Couple,,Yes,Yes,Yes,Yes,Yes,No,Male,N/A,65+,Q1 - Most Deprived
2022,Q2 Aug to 23 Oct 2022,Ulster Museum,Yes,ROI,Other (please specify),No,180,Every 2-3 months,10,"Yes, I am aware, but I am not a member",Adults no children,,Yes,Yes,Yes,Yes,Yes,Yes,Female,N/A,55-64,N/A
2022,Q2 Aug to 23 Oct 2022,Ulster Museum,No,GB,On holiday,"Yes, on holiday, staying in paid accommodation",60,Today was my first time,7,"No, I am not aware",Couple,,Yes,Yes,Yes,Yes,No,No,Male,N/A,25-34,N/A
2022,Q2 Aug to 23 Oct 2022,Ulster Museum,Yes,Northern Ireland,N/A,N/A,90,Once every 1 to 2 years,10,"Yes, I am aware, but I am not a member",Couple,,Yes,Yes,Yes,Yes,Yes,No,Female,N/A,18-24,Q3 - Average
2022,Q2 Aug to 23 Oct 2022,Ulster Museum,No,Northern Ireland,N/A,N/A,120,Last visit was 3-5 years ago,10,"Yes, I am aware, but I am not a member",Adult(s) with children,,Yes,Yes,Yes,Yes,Yes,Yes,Male,N/A,55-64,Q4 - Less Deprived
2022,Q2 Aug to 23 Oct 2022,Ulster Museum,No,GB,On holiday,"Yes, on holiday, staying in paid accommodation",90,Today was my first time,10,"Yes, I am aware, but I am not a member",Adults no children,,Yes,Yes,Yes,No,No,No,Male,N/A,35-44,N/A
2022,Q2 Aug to 23 Oct 2022,Ulster Museum,No,Northern Ireland,N/A,N/A,30,Once or twice a year,10,"Yes, I am aware, but I am not a member",Lone Visitor,,Yes,Yes,Yes,Yes,No,No,Male,N/A,55-64,Q4 - Less Deprived
2022,Q2 Aug to 23 Oct 2022,Ulster Museum,No,GB,Visiting friends and relatives,"Yes, on holiday, visiting friends or relatives",150,Last visit was more than 5 years ago,10,"Yes, I am aware, but I am not a member",Adults no children,,Yes,Yes,Yes,Yes,Yes,Yes,Male,N/A,65+,N/A
2022,Q2 Aug to 23 Oct 2022,Ulster Museum,Yes,Northern Ireland,N/A,N/A,20,Every 2-3 months,9,"Yes, I am aware, but I am not a member",Lone Visitor,,Yes,Yes,Yes,Yes,No,No,Male,N/A,35-44,Q5 - Least Deprived
2022,Q2 Aug to 23 Oct 2022,Ulster Museum,Yes,Northern Ireland,N/A,N/A,120,Monthly or more often,10,"Yes, and I am a member",Adult(s) with children,,Yes,Yes,Yes,Yes,Yes,Yes,Male,N/A,55-64,Q5 - Least Deprived
2022,Q2 Aug to 23 Oct 2022,Ulster Museum,Yes,Northern Ireland,N/A,N/A,60,Monthly or more often,10,"Yes, I am aware, but I am not a member",Lone Visitor,,Yes,Yes,Yes,Yes,Yes,Yes,Male,N/A,45-54,Q5 - Least Deprived
2022,Q2 Aug to 23 Oct 2022,Ulster Museum,No,International,On holiday,"Yes, on holiday, visiting friends or relatives",120,Today was my first time,10,"Yes, I am aware, but I am not a member",Adults no children,,Yes,Yes,Yes,Yes,Yes,Yes,Female,N/A,25-34,N/A
2022,Q2 Aug to 23 Oct 2022,Ulster Transport Museum,No,Northern Ireland,N/A,N/A,90,Last visit was more than 5 years ago,8,"Yes, I am aware, but I am not a member",Adult(s) with children,,No,Yes,Yes,No,Yes,No,Male,N/A,45-54,Q5 - Least Deprived
2022,Q2 Aug to 23 Oct 2022,Ulster Transport Museum,No,Northern Ireland,N/A,N/A,120,Today was my first time,10,"Yes, I am aware, but I am not a member",Adult(s) with children,,Yes,Yes,No,Yes,No,No,Female,N/A,45-54,Q4 - Less Deprived
2022,Q2 Aug to 23 Oct 2022,Ulster Transport Museum,No,Northern Ireland,N/A,N/A,90,Once or twice a year,10,"No, I am not aware",Adult(s) with children,,No,Yes,Yes,No,No,Yes,Male,N/A,25-34,Q4 - Less Deprived
2022,Q2 Aug to 23 Oct 2022,Ulster Transport Museum,No,Northern Ireland,N/A,N/A,120,Today was my first time,10,"Yes, I am aware, but I am not a member",Adults no children,,Yes,Yes,Yes,Yes,Yes,Yes,Female,N/A,25-34,Q4 - Less Deprived
2022,Q2 Aug to 23 Oct 2022,Ulster Transport Museum,No,Northern Ireland,N/A,N/A,120,Every 2-3 months,10,"Yes, I am aware, but I am not a member",Adult(s) with children,,Yes,Yes,Yes,Yes,Yes,Yes,Female,N/A,25-34,Q2 - Deprived
2022,Q2 Aug to 23 Oct 2022,Ulster Transport Museum,No,Northern Ireland,N/A,N/A,120,Once every 1 to 2 years,8,"Yes, I am aware, but I am not a member",Adult(s) with children,,No,Yes,Yes,No,No,No,Female,N/A,25-34,Q5 - Least Deprived
2022,Q2 Aug to 23 Oct 2022,Ulster Transport Museum,No,Northern Ireland,N/A,N/A,150,Last visit was more than 5 years ago,8,"No, I am not aware",Adult(s) with children,,Yes,Yes,No,No,No,Yes,Female,N/A,45-54,Q3 - Average
2022,Q2 Aug to 23 Oct 2022,Ulster Transport Museum,No,Northern Ireland,N/A,N/A,150,Once or twice a year,8,"Yes, I am aware, but I am not a member",Adult(s) with children,,No,Yes,Yes,No,No,No,Male,N/A,35-44,Q3 - Average
2022,Q2 Aug to 23 Oct 2022,Ulster Transport Museum,No,Northern Ireland,N/A,N/A,120,Last visit was more than 5 years ago,10,"Yes, I am aware, but I am not a member",Couple,,Yes,Yes,Yes,No,No,No,Male,N/A,35-44,Q5 - Least Deprived
2022,Q2 Aug to 23 Oct 2022,Ulster Transport Museum,No,Northern Ireland,N/A,N/A,180,Last visit was more than 5 years ago,9,"Yes, I am aware, but I am not a member",Adult(s) with children,,Yes,Yes,Yes,No,No,No,Female,N/A,35-44,Q2 - Deprived
2022,Q2 Aug to 23 Oct 2022,Ulster Transport Museum,No,Northern Ireland,N/A,N/A,180,Last visit was more than 5 years ago,9,"No, I am not aware",Adult(s) with children,,No,Yes,Yes,No,No,No,Male,N/A,35-44,Q2 - Deprived
2022,Q2 Aug to 23 Oct 2022,Ulster Transport Museum,No,Northern Ireland,N/A,N/A,120,Today was my first time,10,"No, I am not aware",Adult(s) with children,,Yes,Yes,Yes,No,Yes,Yes,Male,N/A,35-44,Q1 - Most Deprived
2022,Q2 Aug to 23 Oct 2022,Ulster Transport Museum,No,Northern Ireland,N/A,N/A,90,Once every 1 to 2 years,8,"No, I am not aware",Adult(s) with children,,Yes,Yes,Yes,No,No,No,Female,N/A,45-54,Q5 - Least Deprived
2022,Q2 Aug to 23 Oct 2022,Ulster Transport Museum,No,Northern Ireland,N/A,N/A,105,Once or twice a year,8,"Yes, I am aware, but I am not a member",Adult(s) with children,,Yes,Yes,Yes,No,No,No,Female,N/A,35-44,Q5 - Least Deprived
2022,Q2 Aug to 23 Oct 2022,Ulster Transport Museum,No,Northern Ireland,N/A,N/A,150,Last visit was 3-5 years ago,10,"Yes, I am aware, but I am not a member",Adult(s) with children,,No,Yes,Yes,No,No,No,Male,N/A,55-64,Q5 - Least Deprived
2022,Q2 Aug to 23 Oct 2022,Ulster Transport Museum,No,Northern Ireland,N/A,N/A,90,Last visit was more than 5 years ago,7,"No, I am not aware",Couple,,Yes,No,No,No,No,No,Male,N/A,18-24,Q1 - Most Deprived
2022,Q2 Aug to 23 Oct 2022,Ulster Transport Museum,No,Northern Ireland,N/A,N/A,120,Once every 1 to 2 years,9,"Yes, I am aware, but I am not a member",Adult(s) with children,,Yes,Yes,Yes,Yes,Yes,Yes,Male,N/A,45-54,Q4 - Less Deprived
2022,Q2 Aug to 23 Oct 2022,Ulster Transport Museum,No,Northern Ireland,N/A,N/A,60,Monthly or more often,10,"Yes, and I am a member",Adult(s) with children,,No,Yes,Yes,No,Yes,Yes,Female,N/A,35-44,Q4 - Less Deprived
2022,Q2 Aug to 23 Oct 2022,Ulster Transport Museum,No,ROI,Other (please specify),No,150,Last visit was more than 5 years ago,10,"Yes, I am aware, but I am not a member",Adult(s) with children,,Yes,Yes,Yes,Yes,Yes,No,Male,N/A,45-54,N/A
2022,Q2 Aug to 23 Oct 2022,Ulster Transport Museum,No,ROI,On holiday,"Yes, on holiday, staying in paid accommodation",105,Today was my first time,9,"No, I am not aware",Adults no children,,Yes,Yes,Yes,No,Yes,No,Female,N/A,25-34,N/A
2022,Q2 Aug to 23 Oct 2022,Ulster Transport Museum,No,Northern Ireland,N/A,N/A,180,Today was my first time,10,"No, I am not aware",Adult(s) with children,,Yes,Yes,Yes,No,No,No,Female,N/A,35-44,Q3 - Average
2022,Q2 Aug to 23 Oct 2022,Ulster Transport Museum,No,Northern Ireland,N/A,N/A,150,Last visit was more than 5 years ago,10,"Yes, I am aware, but I am not a member",Adult(s) with children,,Yes,Yes,Yes,No,No,Yes,Female,N/A,25-34,Q5 - Least Deprived
2022,Q2 Aug to 23 Oct 2022,Ulster Transport Museum,No,Northern Ireland,N/A,N/A,150,Last visit was more than 5 years ago,10,"No, I am not aware",Adult(s) with children,,Yes,Yes,Yes,Yes,Yes,Yes,Male,N/A,45-54,Q3 - Average
2022,Q3 Oct 29 to Dec 2022,Ulster American Folk Park,Yes,Northern Ireland,N/A,N/A,150,Once or twice a year,10,"Yes, I am aware, but I am not a member",Adult(s) with children,,Yes,Yes,Yes,Yes,Yes,No,Female,N/A,35-44,Q2 - Deprived
2022,Q3 Oct 29 to Dec 2022,Ulster American Folk Park,Yes,Northern Ireland,N/A,N/A,120,Last visit was more than 5 years ago,9,"Yes, I am aware, but I am not a member",Adult(s) with children,,Yes,Yes,No,No,No,No,Female,N/A,35-44,Q4 - Less Deprived
2022,Q3 Oct 29 to Dec 2022,Ulster American Folk Park,Yes,Northern Ireland,N/A,N/A,120,Once every 1 to 2 years,10,"No, I am not aware",Adult(s) with children,,No,Yes,No,No,No,Yes,Female,N/A,25-34,Q3 - Average
2022,Q3 Oct 29 to Dec 2022,Ulster American Folk Park,Yes,Northern Ireland,N/A,N/A,150,Last visit was more than 5 years ago,8,"No, I am not aware",Couple,,Yes,Yes,Yes,No,No,No,Female,N/A,35-44,Q4 - Less Deprived
2022,Q3 Oct 29 to Dec 2022,Ulster American Folk Park,Yes,Northern Ireland,N/A,N/A,120,Once or twice a year,9,"Yes, I am aware, but I am not a member",Adult(s) with children,,Yes,Yes,Yes,No,No,No,Female,N/A,35-44,Q3 - Average
2022,Q3 Oct 29 to Dec 2022,Ulster American Folk Park,Yes,Northern Ireland,N/A,N/A,150,Last visit was more than 5 years ago,10,"No, I am not aware",Adult(s) with children,,Yes,Yes,Yes,No,No,Yes,Female,N/A,35-44,Q4 - Less Deprived
2022,Q3 Oct 29 to Dec 2022,Ulster American Folk Park,Yes,Northern Ireland,N/A,N/A,150,Last visit was 3-5 years ago,10,"No, I am not aware",Adult(s) with children,,Yes,Yes,No,No,No,Yes,Male,N/A,35-44,Q3 - Average
2022,Q3 Oct 29 to Dec 2022,Ulster American Folk Park,Yes,Northern Ireland,N/A,N/A,120,Last visit was more than 5 years ago,10,"No, I am not aware",Couple,,Yes,Yes,Yes,Yes,Yes,Yes,Female,N/A,25-34,Q4 - Less Deprived
2022,Q3 Oct 29 to Dec 2022,Ulster American Folk Park,Yes,Northern Ireland,N/A,N/A,210,Today was my first time,10,"No, I am not aware",Adult(s) with children,,Yes,Yes,Yes,Yes,Yes,Yes,Female,N/A,45-54,Q3 - Average
2022,Q3 Oct 29 to Dec 2022,Ulster American Folk Park,Yes,Northern Ireland,N/A,N/A,120,Today was my first time,10,"No, I am not aware",Couple,,Yes,Yes,Yes,No,No,No,Male,N/A,25-34,Q5 - Least Deprived
2022,Q3 Oct 29 to Dec 2022,Ulster American Folk Park,Yes,Northern Ireland,N/A,N/A,150,Today was my first time,10,"No, I am not aware",Adult(s) with children,,Yes,Yes,Yes,Yes,Yes,Yes,Female,N/A,25-34,Q5 - Least Deprived
2022,Q3 Oct 29 to Dec 2022,Ulster American Folk Park,Yes,Northern Ireland,N/A,N/A,150,Last visit was more than 5 years ago,8,"No, I am not aware",Adult(s) with children,,Yes,Yes,Yes,No,Yes,Yes,Male,N/A,35-44,Q2 - Deprived
2022,Q3 Oct 29 to Dec 2022,Ulster American Folk Park,Yes,Northern Ireland,N/A,N/A,120,Today was my first time,10,"No, I am not aware",Adult(s) with children,,Yes,Yes,Yes,No,Yes,Yes,Female,N/A,25-34,Q2 - Deprived
2022,Q3 Oct 29 to Dec 2022,Ulster American Folk Park,Yes,Northern Ireland,N/A,N/A,180,Today was my first time,10,"No, I am not aware",Adult(s) with children,,Yes,Yes,Yes,Yes,Yes,Yes,Female,N/A,25-34,Q2 - Deprived
2022,Q3 Oct 29 to Dec 2022,Ulster American Folk Park,Yes,Northern Ireland,N/A,N/A,120,Today was my first time,9,"No, I am not aware",Adult(s) with children,,Yes,Yes,No,No,No,No,Male,N/A,35-44,Q2 - Deprived
2022,Q3 Oct 29 to Dec 2022,Ulster American Folk Park,Yes,Northern Ireland,N/A,N/A,60,Today was my first time,7,"Yes, I am aware, but I am not a member",Adult(s) with children,,Yes,Yes,Yes,No,No,Yes,Female,N/A,35-44,Q2 - Deprived
2022,Q3 Oct 29 to Dec 2022,Ulster American Folk Park,Yes,ROI,Other (please specify),No,60,Today was my first time,9,"No, I am not aware",Couple,,Yes,Yes,No,No,Yes,Yes,Female,N/A,25-34,N/A
2022,Q3 Oct 29 to Dec 2022,Ulster American Folk Park,Yes,ROI,Other (please specify),No,90,Today was my first time,10,"No, I am not aware",Couple,,Yes,Yes,Yes,No,No,No,Male,N/A,18-24,N/A
2022,Q3 Oct 29 to Dec 2022,Ulster American Folk Park,Yes,Northern Ireland,N/A,N/A,180,Last visit was more than 5 years ago,9,"Yes, I am aware, but I am not a member",Adult(s) with children,,Yes,Yes,Yes,Yes,Yes,Yes,Female,N/A,35-44,Q1 - Most Deprived
